item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX212,The Rimba Lavender Heights,Local restaurant offering Malaysian cuisine surrounded by nature.,"restaurant, local food, eco dining",Food & Culinary," Simpang Taman Lavender Heights, Jalan Kuala Pilah, Seremban Paroi, 70400 Seremban, Negeri Sembilan",Negeri Sembilan,1,20,11.00  AM - 5.30  PM,Daily,Tuesday,4.5,HO208,Lavendar Heights, 013-788 8565,https://www.instagram.com/therimbalavenderheights_/?hl=en,Local restaurant offering Malaysian cuisine surrounded by nature.,"restaurant, local food, eco dining",11.00 a.m. - 5.30 p.m.,Daily,Tuesday,10.5,"The Rimba Lavender Heights restaurant, local food, eco dining Local restaurant offering Malaysian cuisine surrounded by nature."
EX213,Traditional Dance Workshop,Professional dance company offering workshops and performances in traditional and contemporary dance.,"dance, culture, workshop",Festivals & Performances,"A1-1, Block A, Jalan Excella, Execella 3 Off Taman Ampang Putra Taman, Ampang Hilir, 55100 Kuala Lumpur",Kuala Lumpur,50,250,10.00  AM - 4.30 PM,Daily,"Saturday, Sunday",5,HO161,ASK Dance Company,03-4287 6674,https://askdancecompany.com/,Professional dance company offering workshops and performances in traditional and contemporary dance.,"dance, culture, workshop",10.00 a.m. - 4.30 p.m.,Daily,"Saturday, sunday",150,"Traditional Dance Workshop dance, culture, workshop Professional dance company offering workshops and performances in traditional and contemporary dance."
EX214,Traditional Instrument Gambus by Habis Kreatif Enterprise,Online store specializing in handmade gambus and other traditional Malay instruments.,"gambus, music instrument, handmade",Arts & Crafts,Johor,Johor,150,300,24 hours,Daily,Not Mentioned,4.3,HO172,Encik Halidan Bin Ithnin (Habis Kreatif Enterprise),012-7318112,https://www.mycraftshoppe.com/shop/habis-kreatif-enterprise?lang=bm,Online store specializing in handmade gambus and other traditional Malay instruments.,"gambus, music instrument, handmade",24 hours,Daily,Not Mentioned,225,"Traditional Instrument Gambus by Habis Kreatif Enterprise gambus, music instrument, handmade Online store specializing in handmade gambus and other traditional Malay instruments."
EX215,Traditional Music Instrument Maker and Supplier,"Local craftsman specializing in kompang, marwas, and rebana, handcrafted from quality wood and leather. Visitors can observe the process or order custom instruments.","traditional instruments, rebana, kompang",Arts & Crafts,Batu Pahat,Johor,80,500,9 AM - 6 PM,Daily,Sunday,4.6,HO173,Encik Azman Bin Yusof,012-748 2541,Not Mentioned,"Local craftsman specializing in kompang, marwas, and rebana, handcrafted from quality wood and leather. Visitors can observe the process or order custom instruments.","traditional instruments, rebana, kompang",9.00 a.m. - 6.00 p.m.,Daily,Sunday,290,"Traditional Music Instrument Maker and Supplier traditional instruments, rebana, kompang Local craftsman specializing in kompang, marwas, and rebana, handcrafted from quality wood and leather. Visitors can observe the process or order custom instruments."
EX216,Traditional Nyonya Dessert Cooking Class in Melaka,Learn to make authentic Peranakan desserts while exploring Melaka's cultural heritage.,"nyonya, dessert, cooking class, heritage",Food & Culinary,"Jaya Mata Knife Gallery, 104 & 106, Jalan Tokong, Kampung Tiga, 75200 Melaka",Melaka,0,136,Upon Booking,Upon Booking,Upon Booking,4.6,HO200,Jaya Mata,Not Mentioned,https://www.klook.com/ms-MY/activity/85757-traditional-nyonya-dessert-cooking-class-melaka/,Learn to make authentic Peranakan desserts while exploring Melaka's cultural heritage.,"nyonya, dessert, cooking class, heritage",Upon Booking,Upon Booking,Upon Booking,68,"Traditional Nyonya Dessert Cooking Class in Melaka nyonya, dessert, cooking class, heritage Learn to make authentic Peranakan desserts while exploring Melaka's cultural heritage."
EX217,Treegrow Camp,Eco-friendly campsite featuring glamping tents and sustainable outdoor activities in the highlands.,"eco, glamping, cameron highlands, camping",Nature & Eco,Cameron Highlands,Pahang,120,250,2:00  PM - 12:00  PM,Daily,Not Mentioned,4.9,HO65,Treegrow Camp,014-671 5512,https://www.facebook.com/TreegrowCamp,Eco-friendly campsite featuring glamping tents and sustainable outdoor activities in the highlands.,"eco, glamping, cameron highlands, camping",2.00 p.m. - 12.00 p.m.,Daily,Not Mentioned,185,"Treegrow Camp eco, glamping, cameron highlands, camping Eco-friendly campsite featuring glamping tents and sustainable outdoor activities in the highlands."
EX218,Tropical Spice Garden,Eco-attraction exhibiting over 500 species of plants with guided walks and cooking classes. Tripadvisor+2ReserveDaily+2,"spice garden, eco, culinary, penang",Nature & Eco,Teluk Bahang,Penang,28,48,9.00 AM - 4.30 PM,Daily,Not Mentioned,4.8,HO112,Tropical Spice Garden,012-423 6797,"Lot 595, Jalan Teluk Bahang.",Eco-attraction exhibiting over 500 species of plants with guided walks and cooking classes. Tripadvisor+2ReserveDaily+2,"spice garden, eco, culinary, penang",9.00 a.m. - 4.30 p.m.,Daily,Not Mentioned,38,"Tropical Spice Garden spice garden, eco, culinary, penang Eco-attraction exhibiting over 500 species of plants with guided walks and cooking classes. Tripadvisor+2ReserveDaily+2"
EX219,UK Farm Kluang Agro Resort,"Malaysia's largest goat and sheep farm offering tours, fruit orchards, and farm experiences in Kluang, Johor.","farm, agro tourism, animals, orchard",Nature & Eco,"Projek Pertanian Moden Kluang,, KM13 Jalan Batu Pahat, Kluang, 8, 86000 Kluang, Johor",Johor,45,170,9.00  AM - 6.00  PM,Daily,Not Mentioned,3.9,HO185,UK Farm,07-759 7555,https://ukfarm.com.my/,"Malaysia's largest goat and sheep farm offering tours, fruit orchards, and farm experiences in Kluang, Johor.","farm, agro tourism, animals, orchard",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,107.5,"UK Farm Kluang Agro Resort farm, agro tourism, animals, orchard Malaysia's largest goat and sheep farm offering tours, fruit orchards, and farm experiences in Kluang, Johor."
EX220,Uncle Wong Happy Farm,"Family-friendly agro farm with mini zoo, vegetable garden, and fun outdoor activities.","agro tourism, family, farm, eco",Nature & Eco,Labu,Negeri Sembilan,10,50,9:00  AM - 5:00  PM,Daily,Not Mentioned,4.6,HO33,Uncle Wong Happy Farm,010-7788 1122,https://www.facebook.com/unclewonghappyfarm,"Family-friendly agro farm with mini zoo, vegetable garden, and fun outdoor activities.","agro tourism, family, farm, eco",9.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,30,"Uncle Wong Happy Farm agro tourism, family, farm, eco Family-friendly agro farm with mini zoo, vegetable garden, and fun outdoor activities."
EX221,UNESCO Heritage Discovery Ride,Explore Malacca's UNESCO World Heritage sites by bicycle with a local guide.,"heritage, tour, malacca, unesco",Culture & Heritage,Malacca,Melaka,0,218,8.30  AM - 12.00  PM,"Saturday, Sunday",Monday - Friday,5,HO24,Joseph,Not Mentioned,https://www.airbnb.com/experiences/3396554,Explore Malacca's UNESCO World Heritage sites by bicycle with a local guide.,"heritage, tour, malacca, unesco",8.30 a.m. - 12.00 p.m.,"Saturday, sunday",Monday - Friday,109,"UNESCO Heritage Discovery Ride heritage, tour, malacca, unesco Explore Malacca's UNESCO World Heritage sites by bicycle with a local guide."
EX222,VH Green Nature Park,"Eco-themed nature park offering trails, gardens, and sustainability workshops in Sarawak. (facebook.com/VHGreenNaturePark)","nature, ecotourism, education, sarawak",Nature & Eco,Kuching,Sarawak,10,25,8:30  AM - 5:00  PM,Daily,Not Mentioned,4.8,HO88,VH Green Nature Park,016-888 7909,https://www.facebook.com/VHGreenNaturePark,"Eco-themed nature park offering trails, gardens, and sustainability workshops in Sarawak. (facebook.com/VHGreenNaturePark)","nature, ecotourism, education, sarawak",8.30 a.m. - 5.00 p.m.,Daily,Not Mentioned,17.5,"VH Green Nature Park nature, ecotourism, education, sarawak Eco-themed nature park offering trails, gardens, and sustainability workshops in Sarawak. (facebook.com/VHGreenNaturePark)"
EX223,Village Farm Day Tour,"Let Begu Heroes Guide team bring you on a relaxing tour of their farms and get introduced to local farm produce. Be a cave adventurer and explore Turuh cave and have a scrumptious meal of Bidayuh traditional food. If the timing is right, you can even see the majestic Tuan Mudae Rafflesia flower up close.","farm, cook, agriculture",Nature & Eco,"Begu Village, Sarawak",Sarawak,280,450,Upon Booking,Upon Booking,Upon Booking,4.6,HO47,Backyard Tour,011-1584 1448,https://mybackyardtour.com/village-farm/,"Let Begu Heroes Guide team bring you on a relaxing tour of their farms and get introduced to local farm produce. Be a cave adventurer and explore Turuh cave and have a scrumptious meal of Bidayuh traditional food. If the timing is right, you can even see the majestic Tuan Mudae Rafflesia flower up close.","farm, cook, agriculture",Upon Booking,Upon Booking,Upon Booking,365,"Village Farm Day Tour farm, cook, agriculture Let Begu Heroes Guide team bring you on a relaxing tour of their farms and get introduced to local farm produce. Be a cave adventurer and explore Turuh cave and have a scrumptious meal of Bidayuh traditional food. If the timing is right, you can even see the majestic Tuan Mudae Rafflesia flower up close."
EX224,Warisan Craft Wood,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood carving, craft, art",Arts & Crafts,Temerloh,Pahang,20,500,8.00 AM - 6.00 PM,Daily,Sunday,4.8,HO211,Puan Rohaini,013-9577599,https://warisancraftwood.wordpress.com/contact-us/,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood carving, craft, art",8.00 a.m. - 6.00 p.m.,Daily,Sunday,260,"Warisan Craft Wood wood carving, craft, art Offers custom-made wood carvings featuring traditional and contemporary designs."
EX225,Wau Fun Run,"A themed fun run inspired by Malaysia's traditional kite (wau), combining fitness and cultural celebration.","fun run, festival, culture, putrajaya",Festivals & Performances,Putrajaya,Putrajaya,20,60,6:30  AM - 12:00  PM,Annual Event,Not Mentioned,4.8,HO69,Wau Fun Run Committee,017-667 5522,https://www.facebook.com/WauFunRun,"A themed fun run inspired by Malaysia's traditional kite (wau), combining fitness and cultural celebration.","fun run, festival, culture, putrajaya",6.30 a.m. - 12.00 p.m.,Annual event,Not Mentioned,40,"Wau Fun Run fun run, festival, culture, putrajaya A themed fun run inspired by Malaysia's traditional kite (wau), combining fitness and cultural celebration."
EX226,Wooden Artwork KWM Craft,"Produces handcrafted wooden art pieces and souvenirs and taking order for mimbar, cokmar, and other furniture.","woodcraft, art, souvenir, handmade",Arts & Crafts,Dengkil,Selangor,15,60,8.30  AM - 5.30  PM,Daily,Sunday,4.2,HO6,KWM Craft,017-675 5236,https://www.facebook.com/kwmcraft/,"Produces handcrafted wooden art pieces and souvenirs and taking order for mimbar, cokmar, and other furniture.","woodcraft, art, souvenir, handmade",8.30 a.m. - 5.30 p.m.,Daily,Sunday,37.5,"Wooden Artwork KWM Craft woodcraft, art, souvenir, handmade Produces handcrafted wooden art pieces and souvenirs and taking order for mimbar, cokmar, and other furniture."
EX227,YA Harumanis Perlis Original,"Local business selling fresh Harumanis mangoes, a signature fruit of Perlis.","food, harumanis, perlis, fruit",Food & Culinary,Kangar,Perlis,10,50,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.8,HO49,YA Harumanis,012-777 8822,https://www.facebook.com/YAHarumanis,"Local business selling fresh Harumanis mangoes, a signature fruit of Perlis.","food, harumanis, perlis, fruit",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,30,"YA Harumanis Perlis Original food, harumanis, perlis, fruit Local business selling fresh Harumanis mangoes, a signature fruit of Perlis."
EX228,Zaini Salai House,Famous restaurant serving traditional daging salai dishes from Negeri Sembilan.,"daging salai, restaurant, traditional food",Food & Culinary,"No. 33A Kampung Ulu bendul, 71500 Tanjung Ipoh, Negeri Sembilan",Negeri Sembilan,19.9,39.9,10.00 AM - 4.30  PM,Daily,Wednesday,4.1,HO210,Zaini Salai House,013-428 8491,https://www.facebook.com/ZainiSalaiHouse/,Famous restaurant serving traditional daging salai dishes from Negeri Sembilan.,"daging salai, restaurant, traditional food",10.00 a.m. - 4.30 p.m.,Daily,Wednesday,29.9,"Zaini Salai House daging salai, restaurant, traditional food Famous restaurant serving traditional daging salai dishes from Negeri Sembilan."
EX229,Zakka Campsite,Minimalist-style campsite offering a cozy escape into Cameron Highlands' serene landscape.,"camping, glamping, cameron highlands, outdoor",Nature & Eco,Cameron Highlands,Pahang,80,180,2:00  PM - 12:00  PM,Daily,Not Mentioned,4.9,HO61,Zakka Campsite,017-671 9933,https://www.facebook.com/ZakkaCampsite,Minimalist-style campsite offering a cozy escape into Cameron Highlands' serene landscape.,"camping, glamping, cameron highlands, outdoor",2.00 p.m. - 12.00 p.m.,Daily,Not Mentioned,130,"Zakka Campsite camping, glamping, cameron highlands, outdoor Minimalist-style campsite offering a cozy escape into Cameron Highlands' serene landscape."
EX230,Inakraf Wood Carving,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood carving, craft, art",Arts & Crafts,"Lot 511, Kg Bangau Tanjung, 28020, Temerloh, Pahang, 28020",Pahang,20,500,Not Mentioned,Not Mentioned,Not Mentioned,4.8,HO230,A. Muhaimin Hasbollah,019-612 4923,https://www.facebook.com/inakraf.wood.carving.2025/,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood carving, craft, art",Not Mentioned,Not Mentioned,Not Mentioned,260,"Inakraf Wood Carving wood carving, craft, art Offers custom-made wood carvings featuring traditional and contemporary designs."
EX231,Mari Mari Cultural Village,"Immersive cultural showcases of Sabah indigenous groups with traditional houses, performances, and interactive demonstrations. Popular for reliable reviews and organized community presentations.","indigenous, performance, village",Culture & Heritage,"Kionsom, Sabah",Sabah,50,180,9 am - 5 pm,Daily,Not Mentioned,4.7,HO231,Mari Mari Cultural Village,013-881 4921,https://marimariculturalvillage.my/,"Immersive cultural showcases of Sabah indigenous groups with traditional houses, performances, and interactive demonstrations. Popular for reliable reviews and organized community presentations.","indigenous, performance, village",9.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,115,"Mari Mari Cultural Village indigenous, performance, village Immersive cultural showcases of Sabah indigenous groups with traditional houses, performances, and interactive demonstrations. Popular for reliable reviews and organized community presentations."
